,DATA_EXIBICAO,TITULO_ORIGINAL,TITULO_BRASIL,CPB_ROE,PAIS_OBRA,REGISTRO_SALA,NOME_SALA,PUBLICO,REGISTRO_GRUPO_EXIBIDOR,REGISTRO_EXIBIDOR,REGISTRO_COMPLEXO,MUNICIPIO_SALA_COMPLEXO,UF_SALA_COMPLEXO,RAZAO_SOCIAL_EXIBIDORA,CNPJ_EXIBIDORA
15624,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002888,KINOPLEX WEST SHOPPING RIO 01,29.0,6000037.0,1991,17366,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
15625,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002891,KINOPLEX WEST SHOPPING RIO 02,38.0,6000037.0,1991,17366,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
15626,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002891,KINOPLEX WEST SHOPPING RIO 02,133.0,6000037.0,1991,17366,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
15627,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002892,KINOPLEX WEST SHOPPING RIO 05,63.0,6000037.0,1991,17366,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
15628,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002892,KINOPLEX WEST SHOPPING RIO 05,104.0,6000037.0,1991,17366,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
15629,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002892,KINOPLEX WEST SHOPPING RIO 05,43.0,6000037.0,1991,17366,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
16201,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000766,NEW YORK CITY CENTER - SALA 02,7.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
16202,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000766,NEW YORK CITY CENTER - SALA 02,75.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
16203,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000766,NEW YORK CITY CENTER - SALA 02,14.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
16204,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000766,NEW YORK CITY CENTER - SALA 02,176.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
16205,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000768,NEW YORK CITY CENTER - SALA 04,20.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
16206,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000768,NEW YORK CITY CENTER - SALA 04,106.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
16207,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000768,NEW YORK CITY CENTER - SALA 04,6.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
16208,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000768,NEW YORK CITY CENTER - SALA 04,40.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
16209,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000768,NEW YORK CITY CENTER - SALA 04,72.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
16210,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000769,NEW YORK CITY CENTER - SALA 05,121.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
16211,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000769,NEW YORK CITY CENTER - SALA 05,89.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
16212,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000769,NEW YORK CITY CENTER - SALA 05,31.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
16213,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000769,NEW YORK CITY CENTER - SALA 05,17.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
16214,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000772,NEW YORK CITY CENTER - SALA 08,,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
16215,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000772,NEW YORK CITY CENTER - SALA 08,59.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
16216,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000772,NEW YORK CITY CENTER - SALA 08,24.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
16217,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000772,NEW YORK CITY CENTER - SALA 08,88.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
16218,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000775,NEW YORK CITY CENTER - SALA 11,96.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
16219,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000775,NEW YORK CITY CENTER - SALA 11,41.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
16220,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000775,NEW YORK CITY CENTER - SALA 11,12.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
16221,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000775,NEW YORK CITY CENTER - SALA 11,22.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
16222,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000776,NEW YORK CITY CENTER - SALA 12,5.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
16223,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000776,NEW YORK CITY CENTER - SALA 12,69.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
16224,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000776,NEW YORK CITY CENTER - SALA 12,8.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
16225,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000776,NEW YORK CITY CENTER - SALA 12,117.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
16226,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000777,NEW YORK CITY CENTER - SALA 13,20.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
16227,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000777,NEW YORK CITY CENTER - SALA 13,90.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
16228,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000777,NEW YORK CITY CENTER - SALA 13,50.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
16229,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000777,NEW YORK CITY CENTER - SALA 13,19.0,6000058.0,749,2620,RIO DE JANEIRO,RJ,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,01.289.530/0001-64
16920,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5006825,SALA KINOPLEX LEBLON GLOBOPLAY 2,29.0,6000037.0,1991,51461,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
16921,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5006825,SALA KINOPLEX LEBLON GLOBOPLAY 2,5.0,6000037.0,1991,51461,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
16922,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5006826,SALA KINOPLEX LEBLON GLOBOPLAY 3,49.0,6000037.0,1991,51461,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
16923,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5006826,SALA KINOPLEX LEBLON GLOBOPLAY 3,9.0,6000037.0,1991,51461,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
16924,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001930,SALA KINOPLEX LEBLON SALA 01,14.0,6000037.0,11751,11752,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
16925,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001930,SALA KINOPLEX LEBLON SALA 01,40.0,6000037.0,11751,11752,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
16926,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001932,SALA KINOPLEX LEBLON SALA 02,57.0,6000037.0,11751,11752,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
16927,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001932,SALA KINOPLEX LEBLON SALA 02,39.0,6000037.0,11751,11752,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
16928,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001932,SALA KINOPLEX LEBLON SALA 02,8.0,6000037.0,11751,11752,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
16929,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001931,SALA KINOPLEX LEBLON SALA 03,59.0,6000037.0,11751,11752,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
16930,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000062,SALA KINOPLEX MADUREIRA 02,52.0,6000037.0,1991,2389,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
16931,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000062,SALA KINOPLEX MADUREIRA 02,13.0,6000037.0,1991,2389,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
16932,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000062,SALA KINOPLEX MADUREIRA 02,21.0,6000037.0,1991,2389,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
16933,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000064,SALA KINOPLEX MADUREIRA 04,115.0,6000037.0,1991,2389,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
16934,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000064,SALA KINOPLEX MADUREIRA 04,39.0,6000037.0,1991,2389,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
16935,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5004268,SALA KINOPLEX MADUREIRA 05,36.0,6000037.0,1991,2389,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
16936,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5004268,SALA KINOPLEX MADUREIRA 05,7.0,6000037.0,1991,2389,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
16937,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5004268,SALA KINOPLEX MADUREIRA 05,29.0,6000037.0,1991,2389,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
16967,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5004743,SALA METROPOLITANO BARRA 02,34.0,6000018.0,1843,27386,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
16968,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5004743,SALA METROPOLITANO BARRA 02,39.0,6000018.0,1843,27386,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
16969,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5004743,SALA METROPOLITANO BARRA 02,90.0,6000018.0,1843,27386,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
16970,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5004743,SALA METROPOLITANO BARRA 02,10.0,6000018.0,1843,27386,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
16971,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5004744,SALA METROPOLITANO BARRA 03,18.0,6000018.0,1843,27386,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
16972,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5004744,SALA METROPOLITANO BARRA 03,54.0,6000018.0,1843,27386,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
16973,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5004744,SALA METROPOLITANO BARRA 03,30.0,6000018.0,1843,27386,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
16974,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5004744,SALA METROPOLITANO BARRA 03,13.0,6000018.0,1843,27386,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
16975,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5004745,SALA METROPOLITANO BARRA 04,28.0,6000018.0,1843,27386,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
16976,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5004745,SALA METROPOLITANO BARRA 04,77.0,6000018.0,1843,27386,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
16977,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5004748,SALA METROPOLITANO BARRA 07,3.0,6000018.0,1843,27386,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
16978,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5004748,SALA METROPOLITANO BARRA 07,18.0,6000018.0,1843,27386,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
16979,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5004748,SALA METROPOLITANO BARRA 07,27.0,6000018.0,1843,27386,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
16980,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5004748,SALA METROPOLITANO BARRA 07,6.0,6000018.0,1843,27386,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
17315,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000075,SÃO LUIZ 1,88.0,6000037.0,1991,2392,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
17316,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000076,SÃO LUIZ 2,32.0,6000037.0,1991,2392,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
17317,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000076,SÃO LUIZ 2,64.0,6000037.0,1991,2392,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
17318,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000076,SÃO LUIZ 2,66.0,6000037.0,1991,2392,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
17319,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000077,SÃO LUIZ 3,39.0,6000037.0,1991,2392,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
17320,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000077,SÃO LUIZ 3,17.0,6000037.0,1991,2392,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
17321,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000077,SÃO LUIZ 3,63.0,6000037.0,1991,2392,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
17322,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000078,SÃO LUIZ 4,68.0,6000037.0,1991,2392,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
17387,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002056,UCI - KINOPLEX NORTE SHOPPING - SALA 01,36.0,6000059.0,2612,12748,RIO DE JANEIRO,RJ,UCI RIBEIRO LTDA,02.117.937/0001-77
17388,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002056,UCI - KINOPLEX NORTE SHOPPING - SALA 01,61.0,6000059.0,2612,12748,RIO DE JANEIRO,RJ,UCI RIBEIRO LTDA,02.117.937/0001-77
17389,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002056,UCI - KINOPLEX NORTE SHOPPING - SALA 01,133.0,6000059.0,2612,12748,RIO DE JANEIRO,RJ,UCI RIBEIRO LTDA,02.117.937/0001-77
17390,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002054,UCI - KINOPLEX NORTE SHOPPING - SALA 05,100.0,6000059.0,2612,12748,RIO DE JANEIRO,RJ,UCI RIBEIRO LTDA,02.117.937/0001-77
17391,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002054,UCI - KINOPLEX NORTE SHOPPING - SALA 05,13.0,6000059.0,2612,12748,RIO DE JANEIRO,RJ,UCI RIBEIRO LTDA,02.117.937/0001-77
17392,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002054,UCI - KINOPLEX NORTE SHOPPING - SALA 05,57.0,6000059.0,2612,12748,RIO DE JANEIRO,RJ,UCI RIBEIRO LTDA,02.117.937/0001-77
17393,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002054,UCI - KINOPLEX NORTE SHOPPING - SALA 05,33.0,6000059.0,2612,12748,RIO DE JANEIRO,RJ,UCI RIBEIRO LTDA,02.117.937/0001-77
17394,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002054,UCI - KINOPLEX NORTE SHOPPING - SALA 05,157.0,6000059.0,2612,12748,RIO DE JANEIRO,RJ,UCI RIBEIRO LTDA,02.117.937/0001-77
17395,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002055,UCI - KINOPLEX NORTE SHOPPING - SALA 06,79.0,6000059.0,2612,12748,RIO DE JANEIRO,RJ,UCI RIBEIRO LTDA,02.117.937/0001-77
17396,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002055,UCI - KINOPLEX NORTE SHOPPING - SALA 06,141.0,6000059.0,2612,12748,RIO DE JANEIRO,RJ,UCI RIBEIRO LTDA,02.117.937/0001-77
17397,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002055,UCI - KINOPLEX NORTE SHOPPING - SALA 06,50.0,6000059.0,2612,12748,RIO DE JANEIRO,RJ,UCI RIBEIRO LTDA,02.117.937/0001-77
17398,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002055,UCI - KINOPLEX NORTE SHOPPING - SALA 06,3.0,6000059.0,2612,12748,RIO DE JANEIRO,RJ,UCI RIBEIRO LTDA,02.117.937/0001-77
17399,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002059,UCI - KINOPLEX NORTE SHOPPING - SALA 07,68.0,6000059.0,2612,12748,RIO DE JANEIRO,RJ,UCI RIBEIRO LTDA,02.117.937/0001-77
17400,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002059,UCI - KINOPLEX NORTE SHOPPING - SALA 07,118.0,6000059.0,2612,12748,RIO DE JANEIRO,RJ,UCI RIBEIRO LTDA,02.117.937/0001-77
17401,02/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002059,UCI - KINOPLEX NORTE SHOPPING - SALA 07,20.0,6000059.0,2612,12748,RIO DE JANEIRO,RJ,UCI RIBEIRO LTDA,02.117.937/0001-77
